frame_timestamp_global,frame_timestamp_local,i_video,i_entity,label,left_arm_x,left_arm_y,right_arm_x,right_arm_y,left_leg_x,left_leg_y,right_leg_x,right_leg_y,head_x,head_y
145,0,1,1,1950,0.3512585759162903,0.4476937651634216,0.3059735000133514,0.4623417854309082,0.2900912761688232,0.8328226804733276,0.2090036571025848,0.8161193132400513,0.3294764757156372,0.2629387974739074
150,1,1,1,1950,0.3266123831272125,0.4180654883384704,0.3179095983505249,0.4244975745677948,0.2356661558151245,0.82752525806427,0.2234538495540619,0.8193817138671875,0.3278229832649231,0.2598261833190918
155,2,1,1,1950,0.3292056918144226,0.3796170949935913,0.3185259997844696,0.3357983827590942,0.2735788226127624,0.7985941767692566,0.2244158685207367,0.8222554326057434,0.3263975977897644,0.2594581246376037
160,3,1,1,1950,0.3250455558300018,0.4130867719650268,0.3219230473041534,0.3811533749103546,0.2487930506467819,0.8072441816329956,0.2225527316331863,0.8220347762107849,0.3312119841575622,0.2650924921035766
165,4,1,1,1950,0.3272580206394195,0.4793751537799835,0.3224695920944214,0.4379328489303589,0.2418151199817657,0.7996814250946045,0.2259097546339035,0.8191709518432617,0.3462488949298858,0.2882269918918609
170,5,1,1,1950,0.3274169862270355,0.4970571398735046,0.3217182755470276,0.4531596601009369,0.2480679750442505,0.8044102787971497,0.2288965433835983,0.8163062334060669,0.3513720631599426,0.3013960719108581
175,6,1,1,1950,0.3283608257770538,0.4783931374549866,0.3121938109397888,0.5079297423362732,0.2400433272123336,0.7830915451049805,0.2186390906572342,0.8027032017707825,0.330828309059143,0.2913119494915008
180,7,1,1,1950,0.2913588881492615,0.4821975827217102,0.2939976453781128,0.509657084941864,0.231113314628601,0.7908037900924683,0.1736578792333603,0.7932373881340027,0.2867130041122436,0.2710501253604889
185,8,1,1,1950,0.2775608897209167,0.4902095794677734,0.2651169598102569,0.4944052696228027,0.2975407540798187,0.7955466508865356,0.2619948983192444,0.7971341609954834,0.2597498297691345,0.2754486799240112
190,9,1,1,1950,0.2861537039279938,0.4943318963050842,0.2727587223052978,0.3041624128818512,0.4046861231327057,0.7907174229621887,0.1746889650821685,0.7977463603019714,0.269862413406372,0.2578718364238739
195,10,1,1,1950,0.2912580370903015,0.4895928800106048,0.2658358216285705,0.5015445947647095,0.394146978855133,0.8230321407318115,0.3319414258003235,0.800562858581543,0.2865058481693268,0.2451313585042953
200,11,1,1,1950,0.2878735661506653,0.4926593005657196,0.279381513595581,0.4884110689163208,0.3557412624359131,0.835608184337616,0.3534888923168182,0.8212067484855652,0.3067629933357239,0.2441064864397049
205,12,1,1,1950,0.2929746508598327,0.4982625842094421,0.2932025790214538,0.4937023222446441,0.3600126206874847,0.7842010259628296,0.3539767265319824,0.8071084022521973,0.2911084294319153,0.2434168457984924
210,13,1,1,1950,0.2921608090400696,0.512633204460144,0.3170259296894073,0.5120128989219666,0.3880742788314819,0.8072718381881714,0.367350697517395,0.7609879374504089,0.2873469293117523,0.2752673923969269
215,14,1,1,1950,0.2930478751659393,0.504535436630249,0.3429695665836334,0.501125693321228,0.3774972856044769,0.7981950640678406,0.3778548836708069,0.7642195820808411,0.2911228537559509,0.2723239064216614
220,15,1,1,1950,0.2939835488796234,0.5013247728347778,0.3305765688419342,0.5127125382423401,0.3797692954540252,0.6619701981544495,0.3661833703517914,0.8177092671394348,0.3081080019474029,0.2712526321411133
225,16,1,1,1950,0.2847415208816528,0.5016613602638245,0.314662218093872,0.514290452003479,0.2919113337993622,0.802094578742981,0.3595293462276459,0.8300409317016602,0.3331133723258972,0.2773676514625549
230,17,1,1,1950,0.2868925631046295,0.5017099976539612,0.2885592579841614,0.5058693289756775,0.341283917427063,0.8110173344612122,0.3587414622306824,0.8250702023506165,0.3299202620983124,0.2790174186229706
235,18,1,1,1950,0.2807912826538086,0.5042785406112671,0.2800552546977997,0.5026098489761353,0.416585624217987,0.8089898824691772,0.3626888692378998,0.8274699449539185,0.323783278465271,0.2780712246894836
240,19,1,1,1950,0.2824305593967438,0.5111852288246155,0.2739996910095215,0.5040150284767151,0.4266292452812195,0.8249731063842773,0.3604828715324402,0.8300570845603943,0.3227048218250274,0.2833605706691742
245,20,1,1,1950,0.2884991466999054,0.5185056924819946,0.2788617312908172,0.5068531632423401,0.3649182319641113,0.8135701417922974,0.3536666631698608,0.764972448348999,0.3219133913516998,0.2819768786430359
250,21,1,1,1950,0.4559884667396545,0.5148423910140991,0.4115414619445801,0.505990743637085,0.3372248709201813,0.7972138524055481,0.3403728008270263,0.7827985882759094,0.3477344810962677,0.2633049488067627
255,22,1,1,1950,0.3665554225444793,0.4783560931682586,0.3482608199119568,0.4887054860591888,0.346717894077301,0.7973654270172119,0.3137662410736084,0.8097923398017883,0.3422637283802032,0.2547491788864136
260,23,1,1,1950,0.3413358330726623,0.4115870594978332,0.3306482434272766,0.4200317859649658,0.3359496891498565,0.7820207476615906,0.2987080812454223,0.8098337650299072,0.3366223275661468,0.2361935675144195
265,24,1,1,1950,0.3496148586273193,0.3254732489585876,0.3478541374206543,0.3061022162437439,0.2821913361549377,0.8157421350479126,0.2767581939697265,0.828312337398529,0.309987723827362,0.2005110383033752
270,25,1,1,1950,0.3408205211162567,0.263952225446701,0.3406179845333099,0.2585722208023071,0.2760445475578308,0.8173540830612183,0.2722712159156799,0.8315818905830383,0.3026078045368194,0.1944187432527542
275,26,1,1,1950,0.3313791155815124,0.2955549359321594,0.3289050459861755,0.2892544865608215,0.2740605473518371,0.8240930438041687,0.2749274373054504,0.833303689956665,0.307141900062561,0.2313570827245712
280,27,1,1,1950,0.3246624767780304,0.3513544499874115,0.307004302740097,0.3483066260814667,0.2759701907634735,0.8243002891540527,0.2781304717063904,0.8308826088905334,0.3271491527557373,0.2312751561403274
285,28,1,1,1950,0.3144771158695221,0.2807874381542206,0.3017005324363708,0.2833122909069061,0.2813805341720581,0.8221549987792969,0.276946485042572,0.8306884169578552,0.3085759580135345,0.2320735305547714
290,29,1,1,1950,0.3245817422866821,0.3270042538642883,0.3054746091365814,0.3316573798656463,0.2927177548408508,0.8158794641494751,0.2839398980140686,0.8128287196159363,0.3101711273193359,0.2330325692892074
295,30,1,1,1950,0.3057393431663513,0.4072166383266449,0.3005562424659729,0.4077722430229187,0.3160154819488525,0.8034509420394897,0.3096469938755035,0.8003899455070496,0.3245571255683899,0.267190933227539
300,31,1,1,1950,0.3708571791648865,0.4348425567150116,0.2902454733848572,0.3988612294197082,0.3199346661567688,0.7965710163116455,0.2551693320274353,0.7558600306510925,0.3359769582748413,0.2619849145412445
305,32,1,1,1950,0.3561264872550964,0.4242067039012909,0.3427424132823944,0.3970875144004822,0.3199841380119324,0.7953409552574158,0.3108308911323547,0.7582216262817383,0.3352415859699249,0.2745798826217651
310,33,1,1,1950,0.3477073311805725,0.4195278882980346,0.3368998765945434,0.4142372012138366,0.3184314370155334,0.7896004319190979,0.3149546980857849,0.7626899480819702,0.335396945476532,0.2791613936424255
315,34,1,1,1950,0.3556984961032867,0.4268183708190918,0.3469931781291961,0.4164624214172363,0.3205316364765167,0.786885678768158,0.3163797557353973,0.7783817052841187,0.3403404653072357,0.2857377529144287
320,35,1,1,1950,0.3955509066581726,0.5017706751823425,0.3737486600875854,0.5117766261100769,0.3268699645996094,0.7820649743080139,0.3172944486141205,0.7907143235206604,0.3557390570640564,0.2910634875297546
325,36,1,1,1950,0.3312202990055084,0.5110594034194946,0.3763986825942993,0.5039463639259338,0.355076402425766,0.7810078859329224,0.338884562253952,0.7874756455421448,0.370936632156372,0.3077497780323028
335,0,2,2,1950,0.4226015508174896,0.5169425010681152,0.3196320831775665,0.486557126045227,0.4061118960380554,0.7595021724700928,0.342337429523468,0.7700262069702148,0.3700866401195526,0.317459225654602
340,1,2,2,1950,0.427018940448761,0.50177401304245,0.2972604036331177,0.5130919218063354,0.4321840405464172,0.7664517760276794,0.3385543823242187,0.750117838382721,0.3616378605365753,0.3288230299949646
345,2,2,2,1950,0.4004588723182678,0.51118004322052,0.2900336980819702,0.5247719883918762,0.4371171593666076,0.7706617712974548,0.3304941058158874,0.7478934526443481,0.3729177415370941,0.3379051089286804
350,3,2,2,1950,0.4250348508358001,0.5339155197143555,0.2815582156181335,0.5384120345115662,0.4115952849388122,0.7464942932128906,0.3123059570789337,0.7563142776489258,0.359912246465683,0.3495102524757385
355,4,2,2,1950,0.4314950108528137,0.5352537631988525,0.2877230942249298,0.5558579564094543,0.4260357916355133,0.7494047284126282,0.3060360550880432,0.7616609334945679,0.3585122525691986,0.3466084897518158
360,5,2,2,1950,0.4288871884346008,0.5225616693496704,0.2850886881351471,0.5235699415206909,0.430821806192398,0.7718260884284973,0.3085339367389679,0.7513373494148254,0.364145964384079,0.3505797684192657
365,6,2,2,1950,0.4407061040401459,0.5295037031173706,0.2814341783523559,0.5338920950889587,0.4238520264625549,0.7485882043838501,0.2837094962596893,0.7605786919593811,0.3550425767898559,0.3454896509647369
370,7,2,2,1950,0.3465728163719177,0.4748458862304687,0.2848551869392395,0.5673426985740662,0.4201252460479736,0.7436954975128174,0.2812139987945556,0.7675359845161438,0.3436254262924194,0.3472651839256286
375,8,2,2,1950,0.3507674038410187,0.4678221046924591,0.2895495891571045,0.5494272112846375,0.420544296503067,0.745768666267395,0.2769749462604522,0.7752885818481445,0.3602564036846161,0.3432596921920776
380,9,2,2,1950,0.3543172478675842,0.4571367800235748,0.2911019325256347,0.53856360912323,0.4196369051933288,0.744905412197113,0.2749254107475281,0.7784383296966553,0.3888308405876159,0.355851948261261
385,10,2,2,1950,0.3447651863098144,0.4653878509998321,0.3166222870349884,0.5075052380561829,0.4174885153770447,0.7443735003471375,0.2793645858764648,0.7724573612213135,0.3828703761100769,0.3573131263256073
390,11,2,2,1950,0.3944850564002991,0.4246755838394165,0.2824215292930603,0.5424287915229797,0.4065216481685638,0.7284148931503296,0.2660373747348785,0.7768762111663818,0.3798241019248962,0.3537456691265106
